Date,Close,High,Low,Open,Volume,Ticker,KSE100_Close,CompanyName,Sector
2020-10-23,108.23,111.29,105.87,106.72,9108435.0,DGKC,41266.0,DG Khan Cement Company,Cement
2020-10-26,111.84,112.74,107.73,108.4,7004660.0,DGKC,41850.47,DG Khan Cement Company,Cement
2020-10-27,109.21,111.78,108.89,111.54,3006496.0,DGKC,41381.83,DG Khan Cement Company,Cement
2020-10-28,108.06,110.02,107.45,108.89,1594845.0,DGKC,41186.86,DG Khan Cement Company,Cement
2020-10-29,104.01,107.92,101.05,107.92,6676123.0,DGKC,39888.0,DG Khan Cement Company,Cement
2020-10-30,104.01,104.01,104.01,104.01,0.0,DGKC,39888.0,DG Khan Cement Company,Cement
2020-11-02,105.03,105.98,101.29,103.1,2260711.0,DGKC,39714.46,DG Khan Cement Company,Cement
2020-11-03,108.35,108.79,105.99,106.72,2620744.0,DGKC,37673.25,DG Khan Cement Company,Cement
2020-11-04,106.51,109.62,106.24,109.61,1592390.0,DGKC,37673.25,DG Khan Cement Company,Cement
2020-11-05,107.34,108.31,106.96,107.44,961950.0,DGKC,33283.79,DG Khan Cement Company,Cement
2020-11-06,106.01,107.44,105.8,107.15,651028.0,DGKC,35128.58,DG Khan Cement Company,Cement
2020-11-09,105.28,106.94,104.21,106.51,1459352.0,DGKC,42530.67,DG Khan Cement Company,Cement
2020-11-10,105.19,107.63,104.91,106.72,1694796.0,DGKC,42530.67,DG Khan Cement Company,Cement
2020-11-11,103.91,105.42,102.91,105.02,1705251.0,DGKC,41197.32,DG Khan Cement Company,Cement
2020-11-12,101.69,104.21,101.37,104.07,2229247.0,DGKC,42470.39,DG Khan Cement Company,Cement
2020-11-13,103.2,104.25,101.18,101.99,1313008.0,DGKC,40569.35,DG Khan Cement Company,Cement
2020-11-16,102.29,104.31,102.14,103.81,566107.0,DGKC,40504.75,DG Khan Cement Company,Cement
2020-11-17,102.5,103.83,102.24,103.01,445845.0,DGKC,40652.67,DG Khan Cement Company,Cement
2020-11-18,101.85,102.81,100.24,102.81,1321419.0,DGKC,40514.67,DG Khan Cement Company,Cement
2020-11-19,101.21,103.01,100.6,101.66,1462006.0,DGKC,40540.7,DG Khan Cement Company,Cement
2020-11-20,99.89,101.64,99.64,101.19,1167527.0,DGKC,40187.18,DG Khan Cement Company,Cement
2020-11-23,99.22,100.41,97.85,99.25,2255885.0,DGKC,39632.52,DG Khan Cement Company,Cement
2020-11-24,98.32,100.12,96.68,99.71,1898903.0,DGKC,39863.36,DG Khan Cement Company,Cement
2020-11-25,97.39,99.24,96.6,98.77,1253067.0,DGKC,40377.53,DG Khan Cement Company,Cement
2020-11-26,101.85,102.51,97.47,98.43,5616065.0,DGKC,41031.03,DG Khan Cement Company,Cement
2020-11-27,100.05,101.93,99.15,101.17,2253484.0,DGKC,40807.09,DG Khan Cement Company,Cement
2020-11-30,101.19,101.64,99.15,99.3,1197449.0,DGKC,41068.82,DG Khan Cement Company,Cement
2020-12-01,102.27,103.87,101.27,101.27,3808662.0,DGKC,41068.82,DG Khan Cement Company,Cement
